Species,state
Anolis_sagrei,0
Enyalioides_laticeps,0
Hoplocercus_spinosus,0
Morunasaurus_annularis,0
Brachylophus_fasciatus,0
Dipsosaurus_dorsalis,0
Sauromalus_ater,0
Leiocephalus_schreibersii,0
Enyalius_leechii,0
Pristidactylus_torquatus,0
Urostrophus_vautieri,0
Liolaemus_bellii,0
Liolaemus_elongatus,0
Liolaemus_koslowskyi,0
Liolaemus_lemniscatus,0
Liolaemus_pictus,0
Liolaemus_pseudoanomalus,0
Liolaemus_ruibali,0
Liolaemus_scapularis,0
Phymaturus_palluma,0
Phymaturus_somuncurensis,0
Chalarodon_madagascariensis,0
Oplurus_cyclurus,0
Callisaurus_draconoides,0
Petrosaurus_mearnsi,0
Phrynosoma_platyrhinos,0
Phrynosoma_solare,0
Sceloporus_angustus,0
Sceloporus_clarkii,0
Sceloporus_graciosus,0
Sceloporus_jarrovii,0
Sceloporus_magister,0
Sceloporus_undulatus,0
Sceloporus_utiformis,0
Sceloporus_variabilis,0
Uma_scoparia,0
Urosaurus_graciosus,0
Uta_stansburiana,0
Polychrus_acutirostris,0
Tropidurus_etheridgei,0
Tropidurus_hispidus,0
Plica_plica,0
Tropidurus_spinulosus,0
Uracentron_flaviceps,0
Sphenodon_punctatus,1
Chamaesaura_anguina,0
Cordylus_cataphractus,0
Cordylus_cordylus,0
Cordylus_jordani,0
Cordylus_warreni,0
Gerrhosaurus_skoogi,0
Cordylosaurus_subtessellatus,0
Gerrhosaurus_major,0
Gerrhosaurus_nigrolineatus,0
Tetradactylus_africanus,0
Tetradactylus_seps,0
Tetradactylus_tetradactylus,0
Amphiglossus_astrolabi,0
Amphiglossus_macrocercus,1
Madascincus_melanopleura,0
Amphiglossus_melanurus,1
Madascincus_mouroundavae,0
Amphiglossus_ornaticeps,1
Amphiglossus_punctatus,0
Madascincus_stumpffi,1
Calyptotis_scutirostrum,0
Chalcides_chalcides,1
Chalcides_ocellatus,1
Ctenotus_leonhardii,0
Ctenotus_pantherinus,1
Ctenotus_robustus,0
Egernia_whitii,0
Eremiascincus_richardsonii,1
Eugongylus_rufescens,1
Eulamprus_amplus,0
Eulamprus_murrayi,0
Eulamprus_quoyii,0
Eumeces_schneideri,0
Glaphyromorphus_gracilipes,1
Glaphyromorphus_isolepis,1
Gnypetoscincus_queenslandiae,1
Hemiergis_peronii,1
Lamprolepis_smaragdina,0
Lerista_bipes,1
Lerista_bougainvillii,1
Morethia_butleri,0
Nangura_spinosa,0
Notoscincus_ornatus,0
Proscelotes_eggeli,0
Pygomeles_braconnieri,1
Scelotes_gronovii,0
Scincus_scincus,0
Tiliqua_adelaidensis,0
Typhlacontias_brevipes,1
Voeltzkowia_fierinensis,1
Voeltzkowia_lineata,1
Lepidophyma_mayae,0
Xantusia_vigilis,0
Acrochordus_granulatus,1
Anilius_scytale,1
Boa_constrictor,1
Candoia_carinata,1
Charina_bottae,1
Corallus_hortulanus,1
Epicrates_striatus,1
Eryx_johnii,1
Casarea_dussumieri,1
Ahaetulla_nasuta,0
Amastridium_veliferum,1
Amphiesma_stolatum,0
Arizona_elegans,1
Atretium_schistosum,0
Boiga_irregularis,1
Chilomeniscus_stramineus,1
Chionactis_occipitalis,1
Chrysopelea_ornata,0
Clelia_clelia,1
Coelognathus_radiata,0
Coluber_constrictor,0
Conophis_lineatus,0
Crotaphopeltis_tornieri,1
Dasypeltis_atra,1
Dendrelaphis_tristis,0
Diadophis_punctatus,0
Dipsadoboa_unicolor,1
Dipsas_catesbyi,1
Dispholidus_typus,0
Drepanoides_anomalus,1
Drymarchon_corais,0
Drymobius_rhombifer,0
Drymoluber_dichrous,0
Dryocalamus_nympha,1
Pantherophis_guttatus,1
Euprepiophis_mandarina,0
Farancia_abacura,1
Grayia_smithii,0
Gyalopion_canum,1
Hapsidophrys_smaragdina,0
Helicops_angulatus,1
Heterodon_nasicus,0
Hypsiglena_chlorophaea,1
Imantodes_cenchoa,1
Lampropeltis_pyromelana,0
Leptodeira_septentrionalis,1
Leptophis_ahaetulla,0
Liophis_reginae,0
Lycodon_laoensis,1
Dinodon_rufozonatum,1
Masticophis_flagellum,0
Natriciteres_olivacea,0
Nerodia_sipedon,1
Oligodon_arnensis,1
Orthriophis_taeniurus,1
Oxybelis_aeneus,0
Oxyrhopus_petola,1
Philodryas_viridissima,0
Philothamnus_angolensis,0
Phyllorhynchus_decurtatus,1
Pituophis_catenifer,1
Platyceps_ventromaculatus,0
Psammodynastes_pulverulentus,1
Psammophis_condanarus,0
Pseudelaphe_flavirufa,1
Pseudoxenodon_macrops,0
Pseustes_sulphureus,0
Ptyas_mucosa,0
Rhabdophis_subminiatus,0
Rhadinophis_prasina,0
Rhinocheilus_lecontei,1
Scaphiodontophis_annulatus,0
Scaphiophis_albopunctatus,0
Senticolis_triaspis,1
Sibon_nebulatus,1
Sibynophis_subpunctatus,1
Siphlophis_cervinus,1
Sonora_semiannulata,1
Stenorrhina_freminvillei,1
Thamnophis_marcianus,1
Thamnophis_proximus,1
Thelotornis_capensis,0
Thrasops_jacksonii,0
Tropidodipsas_sartorii,1
Xenochrophis_piscator,1
Xenopholis_scalaris,1
Xenoxybelis_boulengeri,0
Acanthophis_antarcticus,1
Austrelaps_superbus,1
Bungarus_fasciatus,1
Cacophis_squamulosus,1
Demansia_psammophis,0
Dendroaspis_polylepis,0
Denisonia_devisi,1
Drysdalia_coronoides,1
Echiopsis_atriceps,1
Elapsoidea_nigra,1
Enhydrina_schistosa,1
Furina_diadema,1
Hemiaspis_signata,1
Hoplocephalus_bitorquatus,1
Hydrophis_ornatus,1
Micrurus_fulvius,0
Naja_naja,1
Notechis_scutatus,1
Oxyuranus_scutellatus,1
Pseudechis_australis,1
Pseudonaja_textilis,0
Rhinoplocephalus_bicolor,1
Simoselaps_calonotus,1
Sinomicrurus_macclellandi,1
Suta_spectabilis,1
Tropidechis_carinatus,1
Cantoria_violacea,1
Cerberus_rynchops,1
Enhydris_enhydris,0
Fordonia_leucobalia,1
Gerarda_prevostiana,1
Amblyodipsas_polylepis,1
Aparallactus_capensis,1
Atractaspis_microlepidota,1
Bothrophthalmus_lineatus,1
Buhoma_procterae,0
Duberria_lutrix,0
Gonionotophis_brussauxi,1
Hemirhagerrhis_kelleri,0
Hormonotus_modestus,1
Lamprophis_fuliginosus,1
Lycophidion_capense,1
Mehelya_capensis,1
Micrelaps_bicoloratus,1
Polemon_collaris,1
Prosymna_meleagris,1
Psammophis_angolensis,0
Psammophylax_tritaeniatus,0
Rhamphiophis_oxyrhynchus,0
Leptotyphlops_humilis,1
Leptotyphlops_goudotii,1
Loxocemus_bicolor,1
Pareas_macularius,1
Aspidites_melanocephalus,1
Morelia_viridis,1
Liasis_fuscus,1
Python_molurus,1
Tropidophis_haetianus,1
Typhlops_angolensis,1
Uropeltis_liura,1
Agkistrodon_contortrix,1
Atheris_squamigera,1
Bitis_arietans,1
Bothriechis_schlegelii,1
Causus_rhombeatus,1
Crotalus_durissus,1
Daboia_russelii,1
Echis_carinatus,1
Hypnale_hypnale,1
Macrovipera_lebetina,1
Ovophis_monticola,1
Porthidium_nasutum,1
Protobothrops_jerdonii,1
Trimeresurus_gramineus,1
Achalinus_rufescens,1
Xenopeltis_unicolor,1
Acanthochelys_macrocephala,0
Acanthochelys_radiolata,0
Acanthochelys_spixii,1
Chelodina_longicollis,0
Elseya_latisternum,0
Phrynops_gibbus,1
Pelomedusa_subrufa,0
Pelusios_williamsi,0
Erymnochelys_madagascariensis,0
Podocnemis_erythrocephala,0
Podocnemis_expansa,0
Podocnemis_unifilis,0
Carettochelys_insculpta,1
Caretta_caretta,1
Chelonia_mydas,1
Eretmochelys_imbricata,0
Lepidochelys_olivacea,1
Chelydra_serpentina,1
Macrochelys_temminckii,1
Dermatemys_mawii,1
Dermochelys_coriacea,1
Actinemys_marmorata,0
Chrysemys_picta,0
Clemmys_guttata,0
Deirochelys_reticularia,0
Emydoidea_blandingii,1
Glyptemys_insculpta,0
Glyptemys_muhlenbergii,0
Graptemys_geographica,0
Malaclemys_terrapin,0
Pseudemys_concinna,0
Terrapene_ornata,0
Trachemys_gaigeae,0
Trachemys_scripta_elegans,0
Cyclemys_sp._gemeli,0
Batagur_baska,1
Callagur_borneoensis,1
Cuora_amboinensis_amboinensis,0
Cuora_aurocapitata,0
Cuora_flavomarginata_evelynae,0
Cuora_galbinifrons,0
Cuora_mccordi,0
Cuora_pani,0
Cuora_picturata,0
Cuora_trifasciata,0
Cuora_zhoui,0
Geoemyda_spengleri,0
Heosemys_depressa,1
Heosemys_spinosa,0
Kachuga_dhongoka,0
Malayemys_subtrijuga,0
Mauremys_caspica,0
Mauremys_reevesii,0
Mauremys_rivulata,0
Rhinoclemmys_funerea,1
Rhinoclemmys_pulcherrima_incisa,0
Sacalia_quadriocellata,0
Sternotherus_odoratus,1
Platysternon_megacephalum,1
Geochelone_carbonaria,0
Geochelone_chilensis,0
Geochelone_denticulata,0
Geochelone_elegans,0
Geochelone_nigra_becki,0
Geochelone_radiata,0
Geochelone_sulcata,0
Gopherus_agassizii,0
Gopherus_berlanderi,0
Gopherus_flavomarginatus,0
Gopherus_polyphemus,0
Homopus_aerolatus,0
Indotestudo_travancorica,0
Kinixys_spekii,0
Malacochersus_tornieri,0
Psammobates_pardalis,0
Pyxis_arachnoides,0
Testudo_horsfieldii,0
Testudo_kleinmanni,0
Apalone_ferox,0
Apalone_mutica,0
Aspideretes_gangeticus,0
Cyclanorbis_elegans,1
Cyclanorbis_senegalensis,1
Cycloderma_aubryi,1
Cycloderma_frenatum,1
Palea_steindachneri,0
Rafetus_euphraticus,0
Trionyx_triunguis,1
Alligator_mississippiensis,1
Alligator_sinensis,1
Paleosuchus_palpebrosus,1
Paleosuchus_trigonatus,1
Melanosuchus_niger,1
Caiman_yacare,1
Caiman_crocodilus,1
Caiman_latirostris,1
Crocodylus_siamensis,1
Crocodylus_palustris,1
Crocodylus_porosus,1
Crocodylus_acutus,1
Crocodylus_intermedius,1
Crocodylus_moreletii,1
Crocodylus_rhombifer,1
Crocodylus_niloticus,1
Osteolaemus_tetraspis,1
Gavialis_gangeticus,1
Tomistoma_schlegelii,1
Aix_sponsa,0
Anas_platyrhynchos,0
Anser_anser,0
Aythya_affinis,0
Clangula_hyemalis,0
Cygnus_olor,0
Dendrocygna_autumnalis,1
Dendrocygna_bicolor,0
Tadorna_ferruginea,0
Chauna_torquata,0
Apus_apus,0
Chaetura_pelagica,0
Cypsiurus_parvus,0
Streptoprocne_zonaris,0
Tachymarptis_melba,0
Aglaiocercus_coelestis,0
Amazilia_tobaci,0
Amazilia_yucatanensis,0
Archilochus_alexandri,0
Calypte_anna,0
Calypte_costae,0
Colibri_thalassinus,0
Cynanthus_latirostris,0
Ensifera_ensifera,0
Eugenes_fulgens,0
Eupetomena_macroura,0
Lampornis_amethystinus,0
Lampornis_clemenciae,0
Patagona_gigas,0
Phaethornis_longuemareus,0
Phaethornis_superciliosus,0
Selasphorus_rufus,0
Selasphorus_sasin,0
Stellula_calliope,0
Threnetes_ruckeri,0
Apteryx_australis,1
Aegotheles_cristatus,1
Caprimulgus_vociferus,1
Chordeiles_acutipennis,1
Chordeiles_minor,1
Nyctidromus_albicollis,1
Phalaenoptilus_nuttallii,1
Podargus_strigoides,1
Steatornis_caripensis,1
Casuarius_casuarius,0
Aethia_pusilla,0
Synthliboramphus_hypoleucus,1
Burhinus_oedicnemus,1
Charadrius_marginatus,1
Eudromias_morinellus,1
Vanellus_miles,1
Dromas_ardeola,1
Glareola_pratincola,1
Jacana_jacana,0
Anous_minutus,0
Creagrus_furcatus,1
Larus_canus,0
Xema_sabini,0
Pluvianus_aegyptius,0
Haematopus_bachmani,0
Himantopus_himantopus,0
Rynchops_niger,1
Actitis_macularius,0
Calidris_himantopus,0
Phalaropus_lobatus,0
Scolopax_minor,1
Sterna_caspia,0
Mycteria_americana,1
Phoenicopterus_chilensis,1
Colius_striatus,0
Columba_guinea,0
Columba_livia,0
Drepanoptila_holosericea,0
Geopelia_cuneata,0
Oena_capensis,0
Ptilinopus_magnificus,0
Ptilinopus_superbus,0
Stigmatopelia_senegalensis,0
Streptopelia_capicola,0
Streptopelia_decaocto,0
Streptopelia_turtur,0
Treron_vernans,0
Treron_waalia,0
Turtur_chalcospilos,0
Zenaida_asiatica,0
Pterocles_bicinctus,0
Pterocles_namaqua,0
Brachypteracias_leptosomus,0
Buceros_rhinoceros,0
Coracias_caudatus,0
Merops_viridis,0
Momotus_momota,0
Upupa_epops,0
Coccyzus_americanus,0
Chrysococcyx_cupreus,0
Chrysococcyx_klaas,0
Centropus_senegalensis,0
Coua_cristata,0
Crotophaga_ani,0
Cuculus_canorus,0
Guira_guira,0
Tauraco_macrorhynchus,0
Eurypyga_helias,0
Accipiter_gentilis,0
Aquila_verreauxii,0
Buteo_brachyurus,0
Buteo_lagopus,0
Buteo_rufofuscus,0
Circaetus_gallicus,0
Circus_aeruginosus,0
Circus_cyaneus,1
Gyps_fulvus,0
Necrosyrtes_monachus,0
Pernis_apivorus,1
Polemaetus_bellicosus,0
Terathopius_ecaudatus,0
Cathartes_aura,0
Coragyps_atratus,0
Caracara_plancus,0
Falco_chicquera,0
Falco_columbarius,0
Falco_concolor,0
Falco_mexicanus,0
Falco_naumanni,0
Falco_peregrinus,0
Falco_rufigularis,0
Falco_rusticolus,0
Falco_tinnunculus,0
Herpetotheres_cachinnans,0
Micrastur_semitorquatus,0
Microhierax_erythrogenys,0
Polihierax_semitorquatus,0
Spiziapteryx_circumcincta,0
Pandion_haliaetus,0
Sagittarius_serpentarius,0
Nothocrax_urumutum,1
Ortalis_vetula,0
Alectura_lathami,0
Leipoa_ocellata,0
Acryllium_vulturinum,0
Guttera_plumifera,0
Colinus_virginianus,0
Opisthocomus_hoazin,1
Afropavo_congensis,0
Alectoris_barbara,1
Bonasa_umbellus,0
Centrocercus_urophasianus,0
Coturnix_japonica,0
Gallus_gallus,0
Lagopus_lagopus,0
Meleagris_gallopavo,0
Perdix_perdix,0
Phasianus_colchicus,0
Tetrao_urogallus,0
Gavia_immer,0
Aramus_guarauna,1
Cariama_cristata,0
Balearica_regulorum,0
Grus_canadensis,0
Mesitornis_unicolor,0
Monias_benschi,0
Psophia_leucoptera,0
Fulica_atra,0
Rallus_elegans,0
Rhynochetos_jubatus,1
Turnix_sylvaticus,0
Smicrornis_brevirostris,0
Acrocephalus_arundinaceus,0
Acrocephalus_palustris,0
Acrocephalus_schoenobaenus,0
Acrocephalus_scirpaceus,0
Hippolais_icterina,0
Hippolais_polyglotta,0
Aegithalos_caudatus,0
Aegithina_tiphia,0
Alauda_arvensis,0
Calandrella_brachydactyla,0
Eremophila_alpestris,0
Lullula_arborea,0
Artamus_cyanopterus,0
Artamus_leucorynchus,0
Strepera_graculina,0
Bombycilla_cedrorum,0
Bombycilla_garrulus,0
Bycanistes_brevis,0
Buphagus_africanus,0
Calcarius_lapponicus,0
Calcarius_ornatus,0
Plectrophenax_nivalis,0
Philesturnus_carunculatus,0
Coracina_lineata,0
Coracina_novaehollandiae,0
Lalage_leucomela,0
Pericrocotus_ethologus,0
Cardinalis_cardinalis,0
Passerina_caerulea,0
Passerina_ciris,0
Passerina_cyanea,0
Pheucticus_ludovicianus,0
Piranga_olivacea,0
Piranga_rubra,0
Certhia_brachydactyla,0
Certhia_americana,0
Certhia_familiaris,0
Chloropsis_cochinchinensis,0
Cinclus_cinclus,0
Climacteris_picumnus,0
Cormobates_leucophaea,0
Conopophaga_ardesiaca,0
Corcorax_melanorhamphos,0
Struthidea_cinerea,0
Corvus_albus,0
Corvus_corax,0
Corvus_corone,0
Corvus_coronoides,0
Corvus_orru,0
Cyanocitta_cristata,0
Ptilostomus_afer,0
Doliornis_sclateri,0
Rupicola_rupicola,0
Gymnorhina_tibicen,0
Dicaeum_aeneum,0
Dicrurus_adsimilis,0
Dicrurus_hottentottus,0
Dicrurus_macrocercus,0
Ammodramus_bairdii,0
Ammodramus_caudacutus,0
Ammodramus_maritimus,0
Ammodramus_nelsoni,0
Ammodramus_savannarum,0
Calamospiza_melanocorys,0
Chondestes_grammacus,0
Emberiza_citrinella,0
Emberiza_hortulana,0
Emberiza_rustica,0
Emberiza_schoeniclus,0
Emberiza_striolata,0
Junco_hyemalis,0
Melospiza_georgiana,0
Melospiza_lincolnii,0
Melospiza_melodia,0
Miliaria_calandra,0
Passerculus_sandwichensis,0
Passerella_iliaca,0
Pipilo_chlorurus,0
Pooecetes_gramineus,0
Spiza_americana,0
Spizella_arborea,0
Spizella_breweri,0
Spizella_pallida,0
Spizella_passerina,0
Spizella_pusilla,0
Zonotrichia_albicollis,0
Zonotrichia_leucophrys,0
Zonotrichia_querula,0
Cryptospiza_reichenovii,0
Estrilda_troglodytes,0
Lonchura_striata,0
Taeniopygia_guttata,0
Uraeginthus_bengalus,0
Psarisomus_dalhousiae,0
Smithornis_rufolateralis,0
Formicarius_colma,0
Carduelis_chloris,0
Carduelis_flammea,0
Carduelis_spinus,0
Carduelis_tristis,0
Carpodacus_erythrinus,0
Coccothraustes_coccothraustes,0
Fringilla_coelebs,0
Fringilla_montifringilla,0
Loxia_curvirostra,0
Pyrrhula_pyrrhula,0
Serinus_flaviventris,0
Serinus_mozambicus,0
Serinus_serinus,0
Dendrexetastes_rufigula,0
Dendroplex_picus,0
Furnarius_rufus,0
Gyalophylax_hellmayri,0
Synallaxis_azarae,0
Xiphocolaptes_albicollis,0
Grallaria_varia,0
Hirundo_rustica,0
Petrochelidon_fulva,0
Petrochelidon_pyrrhonota,0
Tachycineta_thalassina,0
Agelaius_phoeniceus,0
Dolichonyx_oryzivorus,0
Icterus_galbula,0
Icterus_gularis,0
Icterus_parisorum,0
Psarocolius_montezuma,0
Sturnella_magna,0
Sturnella_neglecta,0
Corvinella_corvina,0
Lanius_collurio,0
Lanius_excubitor,0
Lanius_excubitoroides,0
Lanius_senator,0
Garrulax_milleti,0
Tchagra_minutus,0
Malurus_melanocephalus,0
Melanocharis_nigra,0
Melanopareia_maximiliani,0
Epthianura_tricolor,0
Manorina_melanocephala,0
Melithreptus_lunatus,0
Menura_novaehollandiae,0
Mimus_patagonicus,0
Mimus_polyglottos,0
Oreoscoptes_montanus,0
Toxostoma_curvirostre,0
Toxostoma_redivivum,0
Chasiempis_sandwichensis,0
Grallina_cyanoleuca,0
Terpsiphone_viridis,0
Anthus_pratensis,0
Anthus_rubescens,0
Motacilla_alba,0
Motacilla_cinerea,0
Motacilla_flava,0
Cercomela_fusca,0
Dumetella_carolinensis,0
Erithacus_rubecula,0
Ficedula_hypoleuca,0
Ficedula_parva,0
Luscinia_megarhynchos,0
Luscinia_svecica,0
Muscicapa_ferruginea,0
Muscicapa_striata,0
Oenanthe_oenanthe,0
Phoenicurus_phoenicurus,0
Rhyacornis_fuliginosa,0
Anthreptes_fraseri,0
Nectarinia_afra,0
Nectarinia_olivacea,0
Daphoenositta_chrysoptera,0
Oriolus_auratus,0
Oriolus_larvatus,0
Oriolus_xanthonotus,0
Sphecotheres_viridis,0
Melampitta_gigantea,0
Melampitta_lugubris,0
Orthonyx_spaldingii,0
Orthonyx_temminckii,0
Colluricincla_harmonica,0
Falcunculus_frontatus,0
Oreoica_gutturalis,0
Pachycephala_rufiventris,0
Paradisaea_raggiana,0
Acanthiza_reguloides,0
Pardalotus_punctatus,0
Pardalotus_striatus,0
Baeolophus_inornatus,0
Baeolophus_wollweberi,0
Parus_ater,0
Parus_atricapillus,0
Parus_carolinensis,0
Parus_major,0
Dendroica_coronata,0
Dendroica_magnolia,0
Dendroica_pensylvanica,0
Dendroica_petechia,0
Geothlypis_trichas,0
Icteria_virens,0
Mniotilta_varia,0
Myioborus_pictus,0
Parula_americana,0
Seiurus_noveboracensis,0
Setophaga_ruticilla,0
Vermivora_peregrina,0
Vermivora_ruficapilla,0
Passer_domesticus,0
Passer_griseus,0
Passer_montanus,0
Petronia_petronia,0
Eopsaltria_australis,0
Melanodryas_cucullata,0
Philepitta_castanea,0
Phylloscopus_borealis,0
Phylloscopus_collybita,0
Phylloscopus_schwarzi,0
Phylloscopus_sibilatrix,0
Phylloscopus_trochilus,0
Picathartes_oreas,1
Lepidothrix_coronata,0
Pitta_sordida,0
Bubalornis_albirostris,0
Euplectes_progne,0
Ploceus_cucullatus,0
Polioptila_caerulea,0
Pomatostomus_halli,0
Pomatostomus_isidorei,0
Prionops_plumatus,0
Modulatrix_stictigula,0
Promerops_cafer,0
Prunella_collaris,0
Phainopepla_nitens,0
Ailuroedus_melanotis,0
Pycnonotus_barbatus,0
Regulus_calendula,0
Regulus_regulus,0
Regulus_satrapa,0
Anthoscopus_minutus,0
Remiz_pendulinus,0
Pteroptochos_tarnii,0
Scytalopus_magellanicus,0
Rhipidura_fuliginosa,0
Sitta_canadensis,0
Elminia_nigromitrata,0
Acridotheres_tristis,0
Lamprotornis_purpuroptera,0
Onychognathus_fulgidus,0
Poeoptera_lugubris,0
Sturnus_vulgaris,0
Sylvia_cantillans,0
Sylvia_communis,0
Sylvia_curruca,0
Sylvia_nana,0
Sylvia_nisoria,0
Cercomacra_cinerascens,0
Thamnophilus_nigrocinereus,0
Tiaris_canorus,0
Erpornis_zantholeuca,0
Turdoides_plebejus,0
Tityra_semifasciata,0
Cistothorus_palustris,0
Cistothorus_platensis,0
Troglodytes_aedon,0
Troglodytes_troglodytes,0
Catharus_bicknelli,0
Catharus_fuscescens,0
Catharus_guttatus,0
Catharus_minimus,0
Catharus_ustulatus,0
Hylocichla_mustelina,0
Turdus_merula,0
Turdus_migratorius,0
Turdus_philomelos,0
Contopus_cooperi,0
Contopus_sordidulus,0
Contopus_virens,0
Empidonax_minimus,0
Empidonax_traillii,0
Mecocerculus_leucophrys,0
Mionectes_macconnelli,0
Myiodynastes_maculatus,0
Myiornis_ecaudatus,0
Pitangus_sulphuratus,0
Pseudocolopteryx_acutipennis,0
Pyrocephalus_rubinus,0
Tachuris_rubrigastra,0
Tyrannus_dominicensis,0
Tyrannus_forficatus,0
Tyrannus_tyrannus,0
Vanga_curvirostris,0
Vidua_macroura,0
Vidua_paradisaea,0
Vireo_griseus,0
Vireo_olivaceus,0
Vireo_philadelphicus,0
Zosterops_abyssinicus,0
Zosterops_senegalensis,0
Anhinga_anhinga,0
Ardea_herodias,1
Balaeniceps_rex,0
Pelecanus_occidentalis,0
Phaethon_rubricauda,0
Scopus_umbretta,0
Fregata_magnificens,0
Phoenicopterus_ruber,1
Bucorvus_cafer,0
Tockus_erythrorhynchus,0
Baeopogon_indicator,0
Indicator_minor,0
Trachyphonus_darnaudii,0
Tricholaema_diademata,0
Megalaima_virens,0
Dendrocopos_leucotos,0
Dendrocopos_major,0
Dendrocopos_medius,0
Dendropicos_fuscescens,0
Dryocopus_martius,0
Geocolaptes_olivaceus,0
Jynx_torquilla,0
Melanerpes_erythrocephalus,0
Melanerpes_uropygialis,0
Nesoctites_micromegas,0
Picoides_tridactylus,0
Sphyrapicus_nuchalis,0
Sphyrapicus_ruber,0
Sphyrapicus_varius,0
Andigena_laminirostris,0
Aulacorhynchus_prasinus,0
Ramphastos_sulfuratus,0
Aechmophorus_occidentalis,0
Podilymbus_podiceps,0
Phoebastria_nigripes,1
Hydrobates_pelagicus,1
Oceanodroma_castro,1
Pelagodroma_marina,1
Pelecanoides_urinatrix,1
Fulmarus_glacialis,1
Pterodroma_hypoleuca,1
Pterodroma_sandwichensis,1
Puffinus_griseus,0
Cacatua_galerita,0
Cacatua_sulphurea,0
Nymphicus_hollandicus,0
Nestor_notabilis,1
Agapornis_lilianae,0
Agapornis_taranta,0
Anodorhynchus_hyacinthinus,0
Anodorhynchus_leari,0
Ara_chloropterus,0
Bolborhynchus_lineola,0
Corythaeola_cristata,0
Poicephalus_robustus,0
Psittacus_erithacus,0
Agapornis_roseicollis,0
Eos_squamata,0
Loriculus_stigmatus,0
Melopsittacus_undulatus,0
Pezoporus_occidentalis,1
Trichoglossus_chlorolepidotus,0
Trichoglossus_haematodus,0
Coracopsis_vasa,0
Rhea_americana,0
Spheniscus_humboldti,0
Aegolius_acadicus,1
Asio_otus,1
Bubo_bubo,1
Glaucidium_brasilianum,1
Glaucidium_capense,1
Ketupa_zeylonensis,1
Megascops_asio,1
Megascops_trichopsis,1
Otus_flammeolus,1
Otus_scops,1
Strix_aluco,1
Surnia_ulula,1
Tyto_alba,1
Crypturellus_soui,0
Crypturellus_variegatus,0
Tinamus_major,0
Apaloderma_narina,0
Trogon_elegans,0
Trogon_personatus,0
